timestamp,probability,label,title_preview,text_snippet
2025-06-22T22:41:20.889812,0.0081,✅ Low Risk — Appears Legitimate,Title: Executive Assistant – Immediate Start + Weekly Cash Bonus,Title: Executive Assistant – Immediate Start + Weekly Cash Bonus  A private client is seeking a motivated assistant for 
2025-06-22T22:41:32.199331,0.0097,✅ Low Risk — Appears Legitimate,Urgent: Secret Shopper Needed – $500 Daily We are a,Urgent: Secret Shopper Needed – $500 Daily  We are a market research company hiring secret shoppers in your area. No bac
2025-06-22T22:44:53.296936,0.0084,✅ Low Risk — Appears Legitimate,Title: Virtual Office Admin Needed ASAP – Work From Anywhere,Title: Virtual Office Admin Needed ASAP – Work From Anywhere  Are you a detail-oriented individual looking for part-time
2025-06-22T22:45:04.207331,0.0081,✅ Low Risk — Appears Legitimate,Title: Executive Assistant – Immediate Start + Weekly Cash Bonus,Title: Executive Assistant – Immediate Start + Weekly Cash Bonus  A private client is seeking a motivated assistant for 
2025-06-22T22:45:15.017755,0.0091,✅ Low Risk — Appears Legitimate,Title: 🛍️ Urgent: Secret Shopper Needed – $500 Daily We,Title: 🛍️ Urgent: Secret Shopper Needed – $500 Daily  We are a market research company hiring secret shoppers in your ar
2025-06-22T22:54:02.003402,0.0084,✅ Low Risk — Appears Legitimate,Title: Virtual Office Admin Needed ASAP – Work From Anywhere,Title: Virtual Office Admin Needed ASAP – Work From Anywhere  Are you a detail-oriented individual looking for part-time
2025-06-22T22:54:27.741989,0.0081,✅ Low Risk — Appears Legitimate,Title: Executive Assistant – Immediate Start + Weekly Cash Bonus,Title: Executive Assistant – Immediate Start + Weekly Cash Bonus  A private client is seeking a motivated assistant for 
2025-06-22T22:54:38.576627,0.0091,✅ Low Risk — Appears Legitimate,Title: 🛍️ Urgent: Secret Shopper Needed – $500 Daily We,Title: 🛍️ Urgent: Secret Shopper Needed – $500 Daily  We are a market research company hiring secret shoppers in your ar
2025-06-22T23:14:22.537566,0.0161,✅ Low Risk — Appears Legitimate,Title: Virtual Office Admin Needed ASAP – Work From Anywhere,Title: Virtual Office Admin Needed ASAP – Work From Anywhere  Are you a detail-oriented individual looking for part-time
2025-06-22T23:14:31.083830,0.016,✅ Low Risk — Appears Legitimate,Title: Executive Assistant – Immediate Start + Weekly Cash Bonus,Title: Executive Assistant – Immediate Start + Weekly Cash Bonus  A private client is seeking a motivated assistant for 
2025-06-22T23:14:39.651474,0.0161,✅ Low Risk — Appears Legitimate,Title: 🛍️ Urgent: Secret Shopper Needed – $500 Daily We,Title: 🛍️ Urgent: Secret Shopper Needed – $500 Daily  We are a market research company hiring secret shoppers in your ar
2025-06-22T23:17:50.718633,0.0161,✅ Low Risk — Appears Legitimate,Title: Virtual Office Admin Needed ASAP – Work From Anywhere,Title: Virtual Office Admin Needed ASAP – Work From Anywhere  Are you a detail-oriented individual looking for part-time
2025-06-22T23:17:57.516691,0.016,✅ Low Risk — Appears Legitimate,Title: Executive Assistant – Immediate Start + Weekly Cash Bonus,Title: Executive Assistant – Immediate Start + Weekly Cash Bonus  A private client is seeking a motivated assistant for 
2025-06-22T23:18:05.017994,0.0161,✅ Low Risk — Appears Legitimate,Title: 🛍️ Urgent: Secret Shopper Needed – $500 Daily We,Title: 🛍️ Urgent: Secret Shopper Needed – $500 Daily  We are a market research company hiring secret shoppers in your ar
2025-06-22T23:18:47.255083,0.0161,✅ Low Risk — Appears Legitimate,Title: 🛍️ Urgent: Secret Shopper Needed – $500 Daily We,Title: 🛍️ Urgent: Secret Shopper Needed – $500 Daily  We are a market research company hiring secret shoppers in your ar
2025-06-22T23:19:22.660763,0.0161,✅ Low Risk — Appears Legitimate,Title: 🛍️ Urgent: Secret Shopper Needed – $500 Daily We,Title: 🛍️ Urgent: Secret Shopper Needed – $500 Daily  We are a market research company hiring secret shoppers in your ar
2025-06-22T23:19:31.012950,0.016,✅ Low Risk — Appears Legitimate,Title: Executive Assistant – Immediate Start + Weekly Cash Bonus,Title: Executive Assistant – Immediate Start + Weekly Cash Bonus  A private client is seeking a motivated assistant for 
2025-06-22T23:19:37.884336,0.0161,✅ Low Risk — Appears Legitimate,Title: Virtual Office Admin Needed ASAP – Work From Anywhere,Title: Virtual Office Admin Needed ASAP – Work From Anywhere  Are you a detail-oriented individual looking for part-time
